Comment,Actual_Sentiment,Predicted_Sentiment_Lexicon
Anyone else come back and just watch the trailer to TRY and get the same Ã??specialÃ?Ã¹ feeling when we first saw it? ???Ã¹???Ã¹???Ã¹,positive,positive
This is the crazy movie of marvelÃÃ¹?,positive,negative
"Coming back to revisit the anticipation and see the alternate footage, interesting stuff (and GREAT movie). ???Ë???????Ë",positive,positive
ANYONE IN 2024 ???? <br>????,neutral,neutral
My kids wonÃ??t understand the hype that was around this trailer,positive,neutral
I would love for MARVEL to create a movie based on the original spider-woman/ Jessica Drew and she meet Peter Parker! I love all of the spider-man movies and can&#39;t to see what Peter Parker gets up to next. Thank you for your time to read this xxx ÃÃ¹?ÃÃ¹?ÃÃ¹?ÃÃ¹?ÃÃ¹?ÃÃ¹?ÃÃ¹?ÃÃ¹?ÃÃ¹?,positive,positive
Its been one year since this dream movie has been released,positive,positive
Movie was fire. This trailer was epic,positive,negative
One year ago????,neutral,neutral
"Here after watching the movie????. This my favorite Spiderman movie cause the superhero has to deal with the real consequences of his actions. I know if Peter had just let Dr strange send the villains home there would be no plot. However the consequences of peter choosing otherwise made me so happy, don&#39;t try to change fate.",positive,positive
today marks the day when this movie became 2 years old ????,positive,neutral
This is bad,negative,negative
They shouldÃ??ve switch electro for vulture IMO,neutral,negative
This was the last great Marvel movie.,positive,positive
1 year later in theter,neutral,neutral
Trailer purposely doesnÃ??t show Andrew and tobey,neutral,neutral
"The movie gave me what I always wanted as a kid, all the Spider-Men coming together in the end.",positive,positive
"I&#39;ve not been a big fan of spider man movies.  This to me compleatly failed, I cringed a lot, the jokes was bad, the story was compleatly screwed up in my opinion. I was cheering for  Dr Strange when he fought Spider Man. <br>This movie had a lot of moments that fans of the Spider Man movies would love. Some cool action scenes. <br>But when I don&#39;t support the main hero in a Superhero movie it just flopped for me.  4/10",negative,positive
Someone needs to stop time <br>Man,neutral,negative
Who here after seeing spiderman no way home again in theater....,neutral,neutral
The forced diversity is a joke,negative,positive
How like the spider man do like in this comment,neutral,positive
"Why is everyone making such a big deal of <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=142"">2:22</a>??? The lizard is clearly trying to take down John Cena smh",negative,positive
Venom The Last Dance Is Out Now!,neutral,neutral
Sony please don&#39;t release small clips as big game TV  spot <br>It will reduce the hype of the movie,negative,neutral
the line,neutral,neutral
Trailer is still epic,positive,neutral
"Can we agree that all 3 Spider-Men are in the scene where Spider-Man lunges at Sandman, Electro and Lizard. I mean what is Lizard dude jumping at?",neutral,positive
It looks pretty lame.  Is there even a story or is it all special fx and gimmicky jokes?,negative,positive
I can&#39;t believe one year have past ??Ã¹Ã,neutral,neutral
"idk but, originally, it was:<br><br>WV &gt; MoM &gt; NWH, but due to the pandemic, there were delays. So it became WV &gt; NWH &gt; MoM<br><br>Maybe thatÃ??s why dr strange feels odd and too confident in NWH because heÃ??s been corrupted by the darkhold, but the storyline shifted bc of pandemic?? ????",neutral,positive
Am i the only one who came back here...just to realise... how much hype it really gave us!!!,positive,neutral
William freaking Defoe as green goblin hell yea,neutral,negative
i recommend a crazy movie for everyone to watch,positive,neutral
The multiverse Is real,neutral,neutral
"Youre not Peter Parker , that masterpiece moment",neutral,positive
Best movie till now ???????Ã¹???Ã¹???Ã¹???Ã¹???Ã¹,positive,positive
One year already I think now would be a great time for the dark bully venom spider man because he lost everything,positive,negative
Wow this was two years ago. Crazy how fast time is,neutral,positive
"Man it&#39;s been a year since this movie dropped, good times",positive,positive
3 years of no way home ÃÃ¹?,neutral,neutral
ItÃ??s been exactly 1 year ???Ë???Ë???Ë,neutral,neutral
Well Can I get Multiversal Movie of this Level?<br>I know DC is not badass Studio like marvel. I should not expect anything for me.,negative,positive
This one gets way more than 5 stars!!,positive,neutral
It&#39;s weird that he says &quot;ever since I got bit by that spider&quot; which we never saw in the MCU.,negative,negative
I would do anything to go back and watch this movie with my friends,positive,positive
"This was literally avengers:endgame, PURE CINEMA???Ã¹????",positive,neutral
I bet it&#39;s gonna be a 3 hour long movie ï£¿Ã¼Ã²Ã,neutral,neutral
Th?? a frensh discrict attomay that was before 2000&#39; a pimp in a frensh town Marseille (Molins ) invented to be for a group drugs and uneducated that wanted to hide th?? ignorance by studiesat more than 35years old and th?? actions of their Friend clone of gabrani (Sonia gabroune th?? actress that was killed by Donald Trump 80&#39; ) ...that was directory (by them ) of Inception (th?? movie ) that all th?? movies of 2005 (but James Bond 2005 as he sawtwo directories  and could not insult th?? second directory  goerge odowd th?? singer boy George ...and was afraid from th?? british passeport of him and did note know that boy George as other jewhish gays dont have th?? right to sing in Great britain (passeport and nationalit?? for r??sidence ) ..th?? other movies (Batman th?? story of who swallowed th?? blood of th?? Real one and  x m&#39;en and Bad men and 1917 and the walkirie and th?? jaws the salahuddin atubi (oriental version of kindom oh heaven  and ... ) and were insulted by accusations of volontaire  sex working against th?? directory even if it was known that was poushed to the street been killed then were guarishedthe Minds(many people) from th?? mental and psychoatric manipulation no addiction or volontaire sex working After one year of this ...????,positive,negative
Omg this look so boring,negative,negative
"Kids nowadays can never understand how much hype this had. Like everyday we were getting theories... Damn, I kinda miss those days",positive,negative
Nobody is going to forget,neutral,negative
Adrue Garfield and tobey maquire are in the movie sorry for spolers,neutral,negative
I think this is just an average Spiderman movie. Far from home was better imho,negative,positive
This ending is so sad????????,neutral,negative
This came out in 17th of December 2021 God damn I feel like it came out a month ago and it&#39;s 2023 now,neutral,positive
This movie was so hype,positive,neutral
I understand why people disliked Tom Hollands Spidey Trilogy IÃ??m also one of those people who had trouble with it cause in the MCU Peter was like a puppy under TonyÃ??s feet all the time but his character development in this film finally got rid of it and even if Tobey or Andrew werenÃ??t in the film it still wouldÃ??ve been good and gave him the character development he needed.,positive,positive
Spider-kid.  Looks just as crappy as the last Spider-kid movies.  Like made for TV afternoon specials.  Disney sucks.,negative,negative
"I watched this movie 10 times, But now I want to watch New Home instead of watching No Way Home for so long",positive,positive
"I see a lot of people saying this movie is a masterpiece, calling this movie a masterpiece just for the fact that all 3 spiderman appeared is just nonsense, this movie is extremely badly written, I&#39;m not saying it is a bad movie, seeing the 3 spiderman unite is quite unique, however the movie relies heavily on nostalgia, that&#39;s the only thing that makes it good, take away Garfield and Maguire and it will just be a regular movie with bad CGI and a poorly written plot... comparing this to actual masterpieces should be ilegal",negative,positive
2 years later still the greatest movie ever.,positive,positive
Anyone here after Tony is casted after Dr doom????,neutral,negative
It&#39;s not every day that a superhero gets to team up with other versions of themselves to battle the villains from other universes,negative,negative
Infinity War <br>Endgame <br>No Way Home <br>I am glad I am born in the right generation to witness such kind of masterpiece films of marvel.,positive,positive
This is the second best mcu movie behind Avengers: Endgame,positive,positive
I was so lucky it was my first movie which i watched in theatre on my birthday at 15 dec when i watched the movie i cant explain what it was for me the crowd went absolutely mad on tobey and adrews entry i always watched both of them as my childhood spiderman i just love this movieÃÃ¹?,positive,positive
can we all agree that this movie is the greatest fan service of all time,positive,positive
I like how the trailers didnÃ??t reveal Tobey Maguire and Andrew Garfield Spider-Man  to keep the suspense,positive,positive
Next trailer shorter and with less spoiler please please PLEASE!,negative,neutral
"You know I saw all the fan made videos of Tom holland, Toby maguire, and Andrew Garfield and I said it was to good to be true but here we sre",positive,positive
The future generations arenÃ??t gonna understand how hype this movie was,positive,neutral
This is not good movie as all other marvel movies. <br>I think rating Must not be exceed 6.0.<br>Paisa barbad behnchod,negative,positive
This is the tag team we&#39;ve been yearning for. This movie was legit fire ???Ã¹????,neutral,negative
